title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
"Pink Panther, The",1963,57413.0,629,1,7.0,56815.0,115,Comedy,Crime,Romance
55 Days at Peking,1963,56800.0,1251,1,6.7,7445.0,154,Action,Adventure,Drama
Charade,1963,56923.0,1984,2,7.8,85857.0,113,Comedy,Mystery,Romance
Lord of the Flies,1963,57261.0,1990,0,6.9,20474.0,92,Adventure,Drama,Thriller
Shock Corridor,1963,57495.0,2102,0,7.3,13118.0,101,Drama,Mystery,
"Birds, The",1963,56869.0,2345,3,7.6,205162.0,119,Drama,Horror,Mystery
Beach Party,1963,56860.0,2549,2,5.7,2367.0,101,Comedy,Musical,Romance
Carry on Cabby,1963,56912.0,2772,3,6.4,3033.0,91,Adventure,Comedy,Romance
Contempt,1963,57345.0,3382,1,7.5,36119.0,102,Drama,Romance,
Bye Bye Birdie,1963,56891.0,3725,3,6.6,9355.0,112,Comedy,Musical,
"Sword in the Stone, The",1963,57546.0,3810,0,7.1,106744.0,79,Adventure,Animation,Comedy
"Haunting, The",1963,57129.0,4206,3,7.4,42578.0,112,Horror,,
"Kiss of the Vampire, The",1963,57226.0,4331,2,6.2,3939.0,88,Horror,,
Summer Magic,1963,57542.0,4347,3,6.9,2736.0,110,Comedy,Family,Musical
Dementia 13,1963,56983.0,4394,3,5.7,9036.0,75,Horror,Thriller,
Tom Jones,1963,57590.0,4494,3,6.4,14299.0,129,Adventure,Comedy,History
From Russia with Love,1963,57076.0,4659,3,7.3,145711.0,115,Action,Adventure,Thriller
X: The Man with the X-Ray Eyes,1963,57693.0,4951,1,6.6,8226.0,79,Horror,Sci-Fi,Thriller
"Move Over, Darling",1963,57329.0,5230,3,6.9,6507.0,103,Comedy,Romance,
"Silence, The",1963,57611.0,5379,3,7.7,21384.0,96,Drama,,
"Raven, The",1963,57449.0,5712,1,6.5,13630.0,86,Comedy,Fantasy,Horror
"Guest, The",1963,58164.0,5772,0,7.1,995.0,105,Drama,,
8&frac12;,1963,56801.0,5846,3,8.0,125468.0,138,Drama,,
Sanjuro,1963,56443.0,6044,3,8.0,41259.0,96,Action,Drama,Thriller
El verdugo,1963,57643.0,6327,1,7.9,7449.0,90,Comedy,Drama,
Atragon,1963,57215.0,6460,0,5.8,1538.0,94,Action,Adventure,Fantasy
Summer Holiday,1963,57541.0,6514,3,6.1,1839.0,107,Comedy,Musical,Romance
"Servant, The",1963,57490.0,6988,3,7.8,13871.0,116,Drama,,
Suzanne&#39;s Career,1963,56910.0,7925,3,6.8,4266.0,54,Drama,Romance,
Winter Light,1963,57358.0,7969,1,8.0,27177.0,81,Drama,,
"Incredible Journey, The",1963,57180.0,8440,1,7.0,5239.0,80,Adventure,Drama,Family
Unearthly Stranger,1963,57623.0,8648,1,6.4,971.0,78,Horror,Mystery,Sci-Fi
It&#39;s a Mad Mad Mad Mad World,1963,57193.0,9226,3,7.5,46286.0,210,Action,Adventure,Comedy
Cleopatra,1963,56937.0,9388,3,7.0,37494.0,192,Biography,Drama,History
Winnetou,1963,57687.0,9686,1,6.8,4621.0,91,Adventure,Drama,Western
Tamahine,1963,58636.0,10499,3,5.9,159.0,95,Comedy,Sport,
It Happened at the World&#39;s Fair,1963,57191.0,10528,3,6.0,3147.0,105,Comedy,Musical,Romance
Mclintock!,1963,57298.0,11262,3,7.1,16668.0,126,Comedy,Western,
Matango,1963,57295.0,11285,3,6.4,3565.0,89,Horror,Mystery,Sci-Fi
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,57012.0,341,0,8.3,519394.0,95,Comedy,War,
Per un pugno di dollari (A Fisful of Dollars),1964,58461.0,661,1,7.9,233464.0,99,Action,Drama,Western
Mary Poppins,1964,58331.0,701,3,7.8,186456.0,139,Comedy,Family,Fantasy
Der Geteilte Himmel (Divided Heaven),1964,58139.0,1198,2,6.6,395.0,116,Drama,Romance,
Woman in the Dunes,1964,58625.0,1212,0,8.5,22808.0,147,Drama,Thriller,
Bedtime Story,1964,57878.0,1250,1,6.7,2367.0,99,Comedy,,
First Men in the Moon,1964,58100.0,1253,1,6.5,6433.0,103,Adventure,Sci-Fi,
"Long Ships, The",1964,57259.0,1254,1,6.0,3143.0,126,Adventure,Drama,
"Rudolph, the Red-Nosed Reindeer",1964,58536.0,1600,1,8.0,37542.0,47,Adventure,Animation,Comedy
My Fair Lady,1964,58385.0,1688,3,7.7,102062.0,170,Drama,Family,Musical
A Hard Day&#39;s Night,1964,58182.0,1957,1,7.5,48201.0,87,Comedy,Musical,
Band of Outsiders,1964,57869.0,2204,3,7.6,27126.0,95,Comedy,Crime,Drama
"Americanization of Emily, The",1964,57840.0,2385,2,7.3,5722.0,115,Comedy,Drama,Romance
Zulu,1964,58777.0,2483,0,7.7,42845.0,138,Drama,History,War
Bikini Beach,1964,57887.0,2557,2,5.4,1764.0,99,Comedy,Music,Romance
Man&#39;s Favorite Sport?,1964,58324.0,2720,2,7.1,6095.0,120,Comedy,Romance,
Marriage Italian Style,1964,58335.0,2766,3,7.4,11066.0,102,Comedy,Drama,Romance
"Hush...Hush, Sweet Charlotte",1964,58213.0,2922,3,7.5,16094.0,133,Crime,Drama,Mystery
"Gospel According to St. Matthew, The",1964,58715.0,3189,1,7.6,13772.0,137,Biography,Drama,History
King &amp; Country,1964,58263.0,3250,0,7.5,2499.0,86,Drama,War,
Onibaba,1964,58430.0,3327,0,7.9,21980.0,103,Drama,Horror,Thriller
Fail-Safe,1964,58083.0,3569,1,8.0,24474.0,112,Drama,Thriller,
Viva Las Vegas,1964,58725.0,3680,0,6.3,9264.0,85,Comedy,Musical,
Goldfinger,1964,58150.0,3807,1,7.7,202991.0,110,Action,Adventure,Thriller
Dead Ringer,1964,57997.0,4263,3,7.3,6458.0,116,Crime,Drama,Thriller
"Umbrellas of Cherbourg, The",1964,58450.0,4356,3,7.8,31487.0,91,Drama,Musical,Romance
"Last Man on Earth, The",1964,58700.0,4376,1,6.7,21574.0,86,Drama,Horror,Sci-Fi
Code Name: Tiger,1964,58658.0,4484,3,4.9,259.0,90,Thriller,,
"Train, The",1964,59825.0,4497,1,7.8,19037.0,133,Action,Thriller,War
"Ghidorah, the Three-Headed Monster",1964,58544.0,4501,3,6.5,8007.0,85,Action,Adventure,Fantasy
Carry On Cleo,1964,57918.0,4673,1,6.7,5018.0,92,Adventure,Comedy,Romance
"Unsinkable Molly Brown, The",1964,58708.0,5513,3,6.6,4267.0,128,Comedy,Musical,Romance
Red Desert,1964,58003.0,6112,3,7.5,17699.0,117,Drama,,
Godzilla vs. The Thing (Mothra vs. Godzilla),1964,58379.0,6326,1,6.5,10410.0,89,Adventure,Fantasy,Sci-Fi
Marnie,1964,58329.0,6402,3,7.1,54006.0,130,Crime,Drama,Mystery
A shot in the dark,1964,58586.0,6555,1,7.3,31030.0,102,Comedy,Crime,Mystery
"Chalk Garden, The",1964,57933.0,7202,3,7.2,2503.0,106,Drama,Mystery,
Nikutai no mon [Gate of Flesh],1964,58409.0,7236,3,7.2,3389.0,90,Drama,,
La tia Tula,1964,58695.0,7399,3,7.4,632.0,109,Drama,,
Seduced and abandoned,1964,58564.0,7804,3,7.9,3882.0,115,Comedy,Drama,
"Time Travelers, The",1964,58659.0,7991,2,5.2,3221.0,84,Sci-Fi,,
Old Shatterhand,1964,57380.0,9689,1,6.1,1815.0,89,Adventure,Drama,Western
Winnetou: The Red Gentleman,1964,58751.0,9692,1,6.5,3575.0,94,Adventure,Drama,Western
Amongst Vultures,1964,58709.0,9695,0,5.9,1821.0,98,Adventure,Drama,Western
"Yellow One, The",1964,58553.0,9697,1,5.8,924.0,118,Adventure,,
Kissin&#39; Cousins,1964,57227.0,10550,2,5.3,2510.0,96,Comedy,Musical,Romance
Honeymoon Hotel,1964,58204.0,10569,3,5.1,281.0,89,Comedy,,
Diary of a Chambermaid,1964,58249.0,10629,3,7.4,9792.0,97,Crime,Drama,
Fate Is the Hunter,1964,58091.0,10645,3,6.8,1919.0,106,Drama,Mystery,Thriller
Roustabout,1964,58534.0,10792,2,6.0,3324.0,101,Drama,Music,Musical
Father Goose,1964,58092.0,10981,3,7.3,12355.0,118,Adventure,Comedy,Romance
"Sound of Music, The",1965,59742.0,601,3,8.1,261906.0,172,Biography,Drama,Family
Gulliver&#39;s Travels Beyond the Moon,1965,59212.0,2075,0,6.1,197.0,85,Adventure,Animation,Fantasy
Juliet of the Spirits,1965,59229.0,2186,3,7.5,14755.0,137,Comedy,Drama,Fantasy
Repulsion,1965,59646.0,2338,3,7.6,57423.0,105,Drama,Horror,Thriller
A Study in Terror,1965,59764.0,2389,3,6.5,2498.0,95,Crime,Mystery,Thriller
Thunderball,1965,59800.0,2390,2,6.9,127358.0,130,Action,Adventure,Thriller
That Darn Cat!,1965,59793.0,2487,3,6.7,7939.0,116,Comedy,Crime,Family
"Ipcress File, The",1965,59319.0,2569,1,7.2,17647.0,109,Drama,Thriller,
Alphaville,1965,58898.0,3116,1,7.0,27690.0,99,Drama,Mystery,Sci-Fi
For a Few Dollars More,1965,59578.0,3413,0,8.2,275496.0,132,Drama,Western,
"Flight of the Phoenix, The",1965,59183.0,3432,0,7.5,22471.0,142,Adventure,Drama,
Viva Maria!,1965,59956.0,3475,3,6.3,3977.0,119,Adventure,Comedy,Romance
Inside Daisy Clover,1965,59314.0,3543,3,6.1,4289.0,128,Drama,Music,Romance
Darling,1965,59084.0,3623,3,7.0,7930.0,128,Drama,Romance,
"Faster, Pussycat! Kill! Kill!",1965,59170.0,3649,3,6.6,16167.0,83,Action,Comedy,
"Pleasure Girls, The",1965,59607.0,3828,3,5.8,276.0,88,Drama,,
Doctor Zhivago,1965,59113.0,5884,1,7.9,82254.0,197,Drama,Romance,War
Bunny Lake Is Missing,1965,58997.0,5960,3,7.3,10272.0,107,Drama,Mystery,Thriller
Invasion of Astro-Monster,1965,59346.0,6346,2,6.2,7512.0,93,Action,Adventure,Sci-Fi
Daikaiju Gamera,1965,59080.0,6428,2,5.2,3824.0,81,Action,Horror,Sci-Fi
Frankenstein Conquers the World,1965,59205.0,6652,1,5.5,2439.0,87,Horror,Sci-Fi,Thriller
Kapurush,1965,59348.0,6899,0,7.6,2431.0,70,Drama,Romance,
Devils of Darkness,1965,59100.0,7109,3,4.9,1060.0,88,Horror,,
Mne dvadtsat let (I am twenty),1965,58361.0,8189,3,7.7,1629.0,189,Drama,,
How to Murder Your Wife,1965,58212.0,8204,0,6.5,6985.0,118,Comedy,,
A Patch of Blue,1965,59573.0,8694,3,8.0,9554.0,105,Drama,Romance,
"Oil Prince, The",1965,59958.0,9687,1,5.8,1601.0,89,Adventure,Western,
Winnetou: The Last Shot,1965,59915.0,9691,0,6.6,2887.0,93,Action,Adventure,Western
Old Surehand,1965,59538.0,9696,1,5.8,1690.0,93,Adventure,Western,
Pyramid of the Sun God,1965,59621.0,9698,1,5.2,570.0,102,Adventure,Western,
Treasure of the Aztecs,1965,59682.0,9699,1,5.3,633.0,101,Adventure,Western,
Red Beard,1965,58888.0,9820,3,8.3,21180.0,185,Drama,,
"Knack... and How to Get It, The",1965,59362.0,10001,0,6.3,3762.0,84,Comedy,,
Cat Ballou,1965,59017.0,10219,3,6.7,16243.0,97,Western,,
"Big Job, The",1965,58969.0,10489,3,6.4,883.0,85,Comedy,Crime,Mystery
"Wild Affair, The",1965,57685.0,10494,3,5.7,171.0,88,Comedy,,
Tickle Me,1965,56585.0,10813,2,5.8,2037.0,90,Comedy,Musical,Romance
Girl Happy,1965,59224.0,10815,3,6.3,2983.0,96,Comedy,Musical,Romance
"Endless Summer, The",1965,60371.0,10885,0,7.6,6239.0,95,Documentary,Sport,
A Charlie Brown Christmas,1965,59026.0,11175,3,8.3,44166.0,25,Animation,Comedy,Drama
Persona,1966,60827.0,589,3,8.1,131292.0,83,Drama,Thriller,
La battaglia di Algeri,1966,58946.0,658,1,8.1,65891.0,121,Drama,War,
"Good, the Bad and the Ugly, The",1966,60196.0,1725,1,8.8,813606.0,178,Adventure,Drama,Western
Daisies,1966,60959.0,2069,3,7.3,15507.0,75,Comedy,,
Alfie,1966,60086.0,2140,1,7.0,15856.0,114,Comedy,Drama,
End of August at the Hotel Ozone,1966,61879.0,2308,3,6.7,650.0,77,Drama,Sci-Fi,
"Trouble with Angels, The",1966,61122.0,2582,3,7.3,5802.0,112,Comedy,Family,
Fantastic Voyage,1966,60397.0,2625,0,6.8,20908.0,100,Adventure,Sci-Fi,
Blow-Up,1966,60176.0,2626,0,7.4,67860.0,111,Drama,Mystery,Thriller
A Big Hand for the Little Lady,1966,60165.0,2696,1,7.3,4700.0,95,Western,,
"Group, The",1966,60479.0,2701,3,6.5,2106.0,150,Drama,,
Who&#39;s Afraid of Virginia Woolf?,1966,61184.0,2798,1,8.0,80151.0,131,Drama,,
Jesse James Meets Frankenstein&#39;s Daughter,1966,60558.0,2804,1,3.4,2084.0,88,Horror,Sci-Fi,Western
"Fortune Cookie, The",1966,60424.0,2838,1,7.2,15622.0,125,Comedy,Romance,
Our Man Flint,1966,59557.0,2845,2,6.4,7128.0,108,Action,Adventure,Comedy
Fahrenheit 451,1966,60390.0,3087,3,7.2,45494.0,112,Drama,Sci-Fi,
"Sand Pebbles, The",1966,60934.0,3092,1,7.5,16483.0,182,Adventure,Drama,Romance
Georgy Girl,1966,60453.0,3143,3,6.9,4255.0,99,Comedy,Drama,Romance
A Man for All Seasons,1966,60665.0,3576,1,7.7,37243.0,120,Biography,Drama,History
Django,1966,60315.0,3671,0,7.2,31131.0,91,Action,Drama,Western
Andrei Rublev,1966,60107.0,3706,1,8.0,57187.0,189,Biography,Drama,History
Blood Bath,1966,60174.0,4057,2,5.1,1098.0,62,Horror,,
L&#39;armata Brancaleone,1966,60125.0,4575,1,7.7,5299.0,120,Adventure,Comedy,History
How to Steal a Million,1966,60522.0,4862,0,7.5,29951.0,123,Comedy,Crime,Romance
Torn Curtain,1966,61107.0,5391,3,6.6,29320.0,128,Drama,Romance,Thriller
"Godzilla vs. the Sea Monster (Ebirah, Horror of the Deep)",1966,60464.0,6362,1,5.5,6438.0,83,Action,Adventure,Fantasy
Daimajin,1966,62851.0,6433,1,6.7,1898.0,84,Drama,Fantasy,Horror
Return of Daimajin,1966,62852.0,6471,0,6.2,841.0,87,Fantasy,,
Wrath of Daimajin,1966,62853.0,6541,0,6.4,981.0,79,Drama,Fantasy,
Daikaiju ketto: Gamera tai Barugon,1966,60446.0,6659,0,5.1,2853.0,106,Action,Adventure,Fantasy
Black Girl,1966,60758.0,6897,3,7.5,6061.0,65,Drama,,
Death Rides a Horse,1966,64208.0,6910,0,7.0,9380.0,114,Drama,Western,
One Million Years B.C.,1966,60782.0,7021,1,5.7,9677.0,92,Adventure,Comedy,Fantasy
"Plague of the Zombies, The",1966,60841.0,7030,3,6.6,5668.0,90,Horror,,
Dracula: Prince of Darkness,1966,59127.0,7033,1,6.6,10897.0,90,Horror,,
Tokyo Drifter,1966,61101.0,7239,1,7.1,9738.0,82,Action,Crime,
La caza,1966,60223.0,7415,0,7.5,2468.0,91,Drama,Thriller,
Manos: The Hands of Fate,1966,60666.0,9419,3,1.6,37579.0,70,Horror,,
Lost Command,1966,60637.0,9426,1,6.3,2283.0,129,Action,Drama,War
"Who Are You, Polly Maggoo?",1966,60879.0,9468,1,6.8,1280.0,101,Comedy,Drama,
El Dorado,1966,61619.0,9577,1,7.5,30547.0,126,Drama,Romance,Western
Winnetou and the Crossbreed,1966,61197.0,9688,1,5.7,1726.0,90,Adventure,Western,
Winnetou und sein Freund Old Firehand,1966,61198.0,9694,1,5.2,1376.0,98,Adventure,Western,
Saraswathi Sabatham,1966,246913.0,9956,2,7.6,146.0,159,Comedy,Drama,Fantasy
"Silencers, The",1966,60980.0,10477,1,5.9,3820.0,102,Action,Adventure,Comedy
Murderers&#39; Row,1966,60728.0,10480,1,5.8,2481.0,105,Action,Adventure,Comedy
Eye of the Devil,1966,61634.0,10482,3,6.1,3236.0,96,Horror,Mystery,
Made in USA,1966,60647.0,10585,1,6.2,4644.0,90,Comedy,Crime,Mystery
"Lt. Robin Crusoe, U.S.N.",1966,60640.0,10644,1,5.8,1568.0,110,Adventure,Comedy,Family
"Nun, The",1966,60891.0,10671,3,7.5,3250.0,140,Drama,,
"Paradise, Hawaiian Style",1966,59563.0,10742,3,5.4,2477.0,91,Comedy,Musical,
Frankie and Johnny,1966,60429.0,10796,2,5.5,2398.0,87,Comedy,Musical,Romance
Spinout,1966,61015.0,10816,1,5.7,2374.0,93,Comedy,Musical,Romance
Cool Hand Luke,1967,61512.0,301,1,8.1,189020.0,127,Crime,Drama,
"Jungle Book, The",1967,61852.0,493,1,7.6,199185.0,78,Adventure,Animation,Comedy
"Graduate, The",1967,61722.0,616,2,8.0,289037.0,106,Comedy,Drama,Romance
Marketa Lazarova,1967,63278.0,2054,1,7.9,6053.0,162,Drama,History,Romance
Bonnie and Clyde,1967,61418.0,2083,3,7.7,120848.0,111,Action,Biography,Crime
You Only Live Twice,1967,62512.0,2400,1,6.8,117823.0,117,Action,Adventure,Thriller
Thoroughly Modern Millie,1967,62362.0,2431,3,6.9,7056.0,138,Comedy,Musical,Romance
Casino Royale,1967,61452.0,2664,2,5.0,32573.0,131,Comedy,,
I Am Curious (Yellow),1967,61834.0,2829,3,6.0,4304.0,121,Drama,Romance,
Elvira Madigan,1967,61620.0,2928,0,7.0,3239.0,91,Biography,Drama,Romance
"Dirty Dozen, The",1967,61578.0,2966,0,7.7,79272.0,150,Action,Adventure,War
Valley of the Dolls,1967,62430.0,3070,3,6.0,9789.0,123,Drama,Music,Romance
Belle de Jour,1967,61395.0,3085,3,7.6,49203.0,100,Drama,Romance,
In the Heat of the Night,1967,61811.0,3241,1,7.9,83758.0,110,Drama,Mystery,Thriller
Bedazzled,1967,61391.0,3500,3,6.8,9841.0,103,Comedy,Fantasy,Romance
Two for the Road,1967,62407.0,3596,3,7.4,14749.0,111,Comedy,Drama,Romance
Wait Until Dark,1967,62467.0,3597,3,7.7,33848.0,108,Thriller,,
Berserk,1967,61398.0,3712,3,5.3,2671.0,96,Horror,Mystery,Thriller
Le Samourai,1967,62229.0,4146,1,8.0,57450.0,101,Crime,Drama,Thriller
"Fearless Vampire Killers, The",1967,61655.0,4316,1,7.0,33930.0,91,Comedy,Horror,
La collectionneuse,1967,61495.0,4479,1,7.3,9830.0,86,Comedy,Drama,Romance
Playtime,1967,62136.0,4519,3,7.8,26042.0,155,Comedy,,
"Fox, The",1967,62990.0,4722,3,6.5,1284.0,110,Drama,,
Asterix the Gaul (Asterix le Gaulois),1967,61369.0,4937,0,6.6,11927.0,68,Action,Adventure,Animation
Woman Times Seven,1967,62502.0,5171,3,5.8,1997.0,99,Comedy,Drama,
Guess Who&#39;s Coming to Dinner,1967,61735.0,5222,3,7.8,49048.0,108,Comedy,Drama,
Smashing Time,1967,62281.0,5384,3,5.9,624.0,96,Comedy,Musical,
Son of Godzilla,1967,61856.0,6374,0,5.2,5947.0,84,Action,Adventure,Comedy
Uchu daikaiju Girara,1967,62411.0,6714,3,4.8,1519.0,89,Horror,Sci-Fi,
Daikaiju kuchusen: Gamera tai Gyaosu,1967,61695.0,6744,0,5.1,2501.0,87,Action,Family,Fantasy
Koroshi no rakuin [Branded to Kill],1967,61882.0,7242,1,7.2,10247.0,91,Action,Crime,Drama
Peppermint Frappe,1967,62113.0,7513,1,7.1,1990.0,94,Drama,Thriller,
"Young Girls of Rochefort, The",1967,62873.0,7586,3,7.7,12085.0,125,Comedy,Drama,Musical
Barefoot in the Park,1967,61385.0,7943,3,7.0,20545.0,106,Comedy,Romance,
A Time for Killing,1967,62373.0,8633,0,5.4,1111.0,88,Drama,Western,
A Countess from Hong Kong,1967,61523.0,9078,3,6.0,6991.0,120,Comedy,Romance,
Accident,1967,61328.0,9124,1,6.8,5001.0,105,Drama,,
God Forgives... I Don&#39;t!,1967,61576.0,9555,0,6.2,5426.0,97,Western,,
"Django Kill... If You Live, Shoot!",1967,62082.0,9709,0,6.3,2945.0,100,Horror,Western,
"Ambushers, The",1967,62657.0,10481,2,5.3,2321.0,102,Action,Comedy,Sci-Fi
Don&#39;t Make Waves,1967,61590.0,10485,3,5.8,1955.0,97,Comedy,,
Two Weeks in September,1967,62534.0,10788,3,5.4,305.0,96,Drama,Romance,
Clambake,1967,61489.0,10798,1,5.6,3243.0,99,Comedy,Musical,
Double Trouble,1967,61595.0,10818,3,5.1,1859.0,91,Comedy,Crime,Drama
Robbery,1967,62207.0,10913,0,6.9,2059.0,110,Crime,Drama,
"To Sir, with Love",1967,62376.0,10937,3,7.6,20491.0,105,Drama,,
Hot Thrills and Warm Chills,1967,61785.0,10946,3,3.8,280.0,80,Drama,,
Taiyo no oji: Horusu no daiboken,1968,63668.0,323,0,6.6,2513.0,82,Action,Adventure,Animation
Planet of the Apes,1968,63442.0,599,1,8.0,196563.0,112,Adventure,Sci-Fi,
Charly,1968,62794.0,764,2,6.9,7308.0,103,Drama,Romance,Sci-Fi
"Producers, The",1968,63462.0,844,0,7.5,60183.0,88,Comedy,Music,
Rosemary&#39;s Baby,1968,63522.0,857,3,8.0,235953.0,137,Drama,Horror,
2001: A Space Odyssey,1968,62622.0,919,0,8.3,721593.0,149,Adventure,Sci-Fi,
Where Eagles Dare,1968,65207.0,1185,3,7.6,63067.0,158,Action,Adventure,War
Romeo and Juliet,1968,63518.0,1249,3,7.6,34877.0,138,Drama,Romance,
Yellow Submarine,1968,63823.0,1815,0,7.4,28104.0,85,Adventure,Animation,Comedy
Star!,1968,63642.0,2092,3,6.4,2278.0,176,Biography,Comedy,Drama
Hellfighters,1968,63060.0,2104,2,6.5,6429.0,121,Action,Adventure,Drama
Barbarella,1968,62711.0,2157,3,5.9,37922.0,98,Adventure,Comedy,Fantasy
Once Upon a Time in the West,1968,64116.0,2226,1,8.5,349926.0,166,Drama,Western,
"Party, The",1968,63415.0,2652,3,7.4,43864.0,99,Comedy,Romance,
"Lion in Winter, The",1968,63227.0,2749,3,7.9,34303.0,134,Biography,Drama,History
If....,1968,63850.0,2757,1,7.4,25262.0,111,Crime,Drama,
Head,1968,63049.0,2925,0,6.4,6953.0,86,Comedy,Fantasy,Musical
Hang &#39;Em High,1968,61747.0,2969,2,7.0,43249.0,114,Drama,Western,
Night of the Living Dead,1968,63350.0,3499,3,7.8,139537.0,96,Horror,Thriller,
Carry On... Up the Khyber,1968,62782.0,3626,3,6.8,5476.0,88,Adventure,Comedy,
Up the Junction,1968,62426.0,3826,3,6.9,1018.0,119,Drama,,
"Bride Wore Black, The",1968,61955.0,3878,3,7.2,10162.0,107,Crime,Drama,Mystery
Asterix et Cleopatre,1968,62687.0,3947,0,7.2,14478.0,72,Adventure,Animation,Comedy
Funny Girl,1968,62994.0,4045,3,7.4,25253.0,151,Biography,Comedy,Drama
"Killing of Sister George, The",1968,63185.0,5385,3,7.0,2566.0,138,Drama,,
Hour of the Wolf,1968,63759.0,5878,1,7.5,22633.0,88,Drama,Horror,Mystery
Destroy All Monsters,1968,63172.0,6394,0,6.4,7682.0,88,Action,Adventure,Sci-Fi
Il giorno della civetta,1968,63010.0,6452,0,7.0,1897.0,108,Crime,Drama,Mystery
Gamera vs. Viras,1968,63000.0,6807,2,4.5,1875.0,75,Action,Adventure,Family
Bullitt,1968,62765.0,7123,1,7.4,76055.0,114,Action,Crime,Thriller
Reconstruction,1968,63493.0,7673,0,7.8,1721.0,100,Comedy,Drama,
Ice Station Zebra,1968,63121.0,7986,0,6.6,11937.0,148,Adventure,Thriller,
Dracula Has Risen from the Grave,1968,62909.0,8289,2,6.5,8210.0,92,Drama,Fantasy,Horror
"Boys of Paul Street, The",1968,62164.0,8542,0,7.8,3304.0,110,Drama,,
Egri csillagok,1968,62925.0,8543,1,7.4,2654.0,157,Adventure,History,Romance
"Cat Has Nine Lives, The",1968,130141.0,8686,3,5.5,290.0,91,Drama,,
"Wrecking Crew, The",1968,65225.0,8827,3,5.4,3753.0,105,Action,Adventure,Comedy
Chitty Chitty Bang Bang,1968,62803.0,9547,3,6.9,50816.0,144,Adventure,Family,Fantasy
"Today We Kill, Tomorrow We Die!",1968,63379.0,9556,0,6.1,1731.0,95,Drama,Thriller,Western
Oliver!,1968,63385.0,9595,2,7.4,41503.0,153,Drama,Family,Musical
"Valley of Death, The",1968,63818.0,9693,0,6.1,1633.0,89,Adventure,Western,
"Django, Prepare a Coffin",1968,62151.0,9707,0,6.4,3169.0,92,Action,Drama,Western
"Rape of the Vampire, The",1968,62446.0,9764,3,5.3,1377.0,95,Horror,,
Vixen!,1968,63787.0,10467,3,5.6,3129.0,70,Drama,,
Mandabi,1968,63268.0,10497,2,7.3,1472.0,92,Comedy,Drama,
"Live a Little, Love a Little",1968,63231.0,10531,1,5.6,2056.0,90,Comedy,Musical,Romance
Shalako,1968,63592.0,10608,3,5.6,3491.0,113,Drama,Western,
"Swimmer, The",1968,63663.0,10764,1,7.6,13891.0,95,Drama,,
Speedway,1968,63634.0,10821,3,5.5,2753.0,94,Comedy,Musical,Romance
Support Your Local Sheriff!,1969,65051.0,1100,1,7.4,12753.0,92,Comedy,Western,
"Honeymoon Killers, The",1969,64437.0,1182,3,7.0,5840.0,107,Crime,Drama,Romance
Women in Love,1969,66579.0,1426,3,7.1,8588.0,131,Drama,Romance,
My Side of the Mountain,1969,64708.0,1783,1,6.5,1180.0,100,Adventure,Family,
Paint Your Wagon,1969,64782.0,1817,2,6.6,14937.0,164,Comedy,Drama,Musical
Butch Cassidy and the Sundance Kid,1969,64115.0,2077,1,8.0,227105.0,110,Biography,Crime,Drama
Easy Rider,1969,64276.0,2079,1,7.2,117211.0,95,Adventure,Drama,
"Computer Wore Tennis Shoes, The",1969,65566.0,2091,1,5.9,5961.0,91,Comedy,Family,Sci-Fi
Downhill Racer,1969,64253.0,2283,0,6.3,5352.0,101,Drama,Sport,
"Prime of Miss Jean Brodie, The",1969,64840.0,2456,3,7.6,9887.0,116,Comedy,Drama,Romance
"Italian Job, The",1969,64505.0,2583,1,7.2,50476.0,99,Action,Comedy,Crime
Chastity,1969,64156.0,2586,0,4.8,571.0,83,Drama,Romance,
Kes,1969,64541.0,2722,1,7.9,23017.0,111,Drama,Family,
Alice&#39;s Restaurant,1969,64002.0,2899,1,6.2,4662.0,111,Comedy,Drama,Music
True Grit,1969,65126.0,2902,3,7.4,51581.0,128,Adventure,Drama,Western
Midnight Cowboy,1969,64665.0,3406,1,7.8,121253.0,113,Drama,,
Mississippi Mermaid,1969,64990.0,3880,3,6.9,7226.0,123,Crime,Drama,Romance
Army of Shadows,1969,64040.0,4350,0,8.1,25967.0,145,Drama,War,
On Her Majesty&#39;s Secret Service,1969,64757.0,4669,2,6.7,99670.0,142,Action,Adventure,Thriller
"Hello, Dolly!",1969,64418.0,4755,3,7.0,17020.0,146,Adventure,Comedy,Musical
"Godzilla&#39;s Revenge (Godzilla, Minira, Gabara: All Monsters Attack)",1969,64373.0,6396,0,3.9,5536.0,70,Action,Adventure,Family
"They Shoot Horses, Don&#39;t They?",1969,65088.0,6794,1,7.8,20933.0,129,Drama,,
Age of Consent,1969,63991.0,6816,3,6.3,3739.0,98,Biography,Comedy,Drama
Take the Money and Run,1969,65063.0,7288,1,7.2,31509.0,85,Comedy,Crime,
Z,1969,65234.0,7521,1,8.2,31428.0,127,Crime,Drama,Thriller
My Night at Maud&#39;s,1969,64612.0,7924,3,7.8,14609.0,105,Comedy,Drama,Romance
"Passion of Anna, The",1969,64793.0,8266,1,7.6,10462.0,101,Drama,,
"Swimming Pool, The",1969,64816.0,9202,3,7.1,12843.0,122,Crime,Drama,Romance
Django the Bastard,1969,64240.0,9708,0,6.1,1269.0,98,Action,Drama,Horror
